CCN,CNH,NOMBRE,COMUNIDAD_AUTONOMA,PROVINCIA,MUNICIPIO,DIRECCION,CODIGO_POSTAL,TELEFONO,NUMERO_DE_CAMAS,TIPO_DE_CENTRO,DEPENDENCIA,OBSERVACIONES,CONCIERTO,ACREDITACION_DOCENTE
802000031,20100,HOSPITAL QUIRONSALUD  ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,PLAZA DEL MADROÑO 11,2008,967190072,65,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
802000048,20061,HOSPITAL QUIRONSALUD SANTA CRISTINA,CASTILLA-LA MANCHA,ALBACETE,Albacete,CALLE PEREZ GALDOS 7-9,2003,967223300,42,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
802000130,20030,HOSPITAL GENERAL UNIVERSITARIO DE ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,CALLE HERMANOS FALCO 37,2006,967597100,505,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
802000374,20117,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA  DEL PERPETUO SOCORRO,CASTILLA-LA MANCHA,ALBACETE,Albacete,CALLE SEMINARIO 4,2006,967597799,166,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
802000515,20158,CENTRO DE ATENCION A LA SALUD MENTAL LA MILAGROSA,CASTILLA-LA MANCHA,ALBACETE,Albacete,TRAVESIA DE LA IGUALDAD S/N,2006,967595300,31,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
802000755,20136,HOSPITAL GENERAL DE ALMANSA,CASTILLA-LA MANCHA,ALBACETE,Almansa,AVENIDA ADOLFO SUAREZ S/N,2640,967339526,93,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
802000780,20147,HOSPITAL GENERAL DE VILLARROBLEDO,CASTILLA-LA MANCHA,ALBACETE,Villarrobledo,"AVENIDA MIGUEL DE CERVANTES C/V CTRA. PROVENCIO KM. 0,3",2600,967133000,114,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
813000043,130049,HOSPITAL QUIRONSALUD CIUDAD REAL,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CALLE ALISOS 19,13002,926255008,47,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
813000450,130052,HOSPITAL GENERAL LA MANCHA CENTRO,CASTILLA-LA MANCHA,CIUDAD REAL,Alcázar de San Juan,AVENIDA DE LA CONSTITUCION 3,13600,926580500,362,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
813000577,130065,HOSPITAL VIRGEN DE ALTAGRACIA,CASTILLA-LA MANCHA,CIUDAD REAL,Manzanares,AVENIDA D. EMILIANO GARCIA ROLDAN 2,13200,000000000,118,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
813000578,130071,HOSPITAL SANTA BARBARA,CASTILLA-LA MANCHA,CIUDAD REAL,Puertollano,CARRETERA MALAGON S/Nº,13500,926421100,141,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
813000583,130034,SERVICIOS SANITARIOS Y ASISTENCIALES,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,RONDA DEL CARMEN S/Nº,13002,926231275,85,Hospitales de salud mental y tratamiento de toxicomanías,DIPUTACIÓN O CABILDO,,Sin concierto,NO
813000584,130087,HOSPITAL GENERAL DE VALDEPEÑAS,CASTILLA-LA MANCHA,CIUDAD REAL,Valdepeñas,AVENIDA DE LOS ESTUDIANTES S/Nº,13300,926320200,103,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
813000595,130127,HOSPITAL GENERAL DE CIUDAD REAL,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CALLE OBISPO RAFAEL TORIJA S/N,13005,926278000,564,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
813000931,130128,HOSPITAL GENERAL DE TOMELLOSO,CASTILLA-LA MANCHA,CIUDAD REAL,Tomelloso,CALLE VEREDA DE SOCUELLAMOS S/N,13700,926525800,155,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
816000170,160014,HOSPITAL VIRGEN DE LA LUZ,CASTILLA-LA MANCHA,CUENCA,Cuenca,CALLE HERMANDAD DONANTES DE SANGRE 1,16002,969179900,388,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
816000342,160053,"HOSPITAL RECOLETAS CUENCA, S.L.U.",CASTILLA-LA MANCHA,CUENCA,Cuenca,AVENIDA DE SAN JULIAN 1,16003,969232500,30,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
819000009,190019,HOSPITAL UNIVERSITARIO DE GUADALAJARA,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,AVENIDA DONANTES DE SANGRE S/N,19002,949209200,432,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
819000010,190077,INSTITUTO DE ENFERMEDADES NEUROLOGICAS DE CASTILLA-LA MANCHA,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,PASEO DE LA ESTACION 2,19004,949211500,147,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
819000025,190030,CLINICA LA ANTIGUA,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,CALLE CONSTITUCION 18,19003,949223600,57,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
819000180,190061,U.R.R. DE ENFERMOS PSIQUICOS ALCOHETE,CASTILLA-LA MANCHA,GUADALAJARA,Yebes,PASEO CONDE ROMANONES S/N S/N,19141,949291136,165,Hospitales de salud mental y tratamiento de toxicomanías,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,NO
819000193,190045,CLINICA DOCTOR SANZ VAZQUEZ,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,PASEO DOCTOR FERNANDEZ IPARRAGUIRRE 6,19001,949227200,40,Hospitales Generales,PRIVADOS,,Sin concierto,NO
819001297,190088,CENTRO DE ACOGIDA PROYECTO HOMBRE,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,CALLE BOLARQUE 3,19005,949253573,15,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
845000003,450041,HOSPITAL PROVINCIAL NTRA.SRA.DE LA MISERICORDIA,CASTILLA-LA MANCHA,TOLEDO,Toledo,CALLE SAN SERVANDO S/N,45006,925259350,144,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
845000006,450089,"CLINICA MARAZUELA, S.A.",CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,AVENIDA DE EXTREMADURA 5,45600,925815281,15,Hospitales Generales,PRIVADOS,,Sin concierto,NO
845000027,450133,CENTRO DE TRATAMIENTO DE DROGODEPENDIENTES EL ALBA,CASTILLA-LA MANCHA,TOLEDO,Toledo,"CARRETERA PUEBLA DE MONTALBAN KM. 3,6",45071,925216154,30,Hospitales de salud mental y tratamiento de toxicomanías,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,NO
845000584,450122,HOSPITAL QUIRONSALUD TOLEDO,CASTILLA-LA MANCHA,TOLEDO,Toledo,CALLE URBANIZACION TRES CULTURAS S/N,45005,925266100,80,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
845000702,450015,HOSPITAL VIRGEN DE LA SALUD,CASTILLA-LA MANCHA,TOLEDO,Toledo,AVENIDA DE BARBER 30,45004,925269200,953,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
845000704,450020,HOSPITAL GERIATRICO VIRGEN DEL VALLE,CASTILLA-LA MANCHA,TOLEDO,Toledo,CARRETERA COBISA S/N,45004,925269300,155,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
845000810,450067,HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO,CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,CARRETERA MADRID KM 114,45600,925803600,312,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
845000812,450036,HOSPITAL NACIONAL DE PARAPLEJICOS,CASTILLA-LA MANCHA,TOLEDO,Toledo,CALLE FINCA DE LA PERALEDA S/N,45071,925247700,210,Hospitales especializados,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
908005135,80673,HOSPITAL MUNICIPAL DE BADALONA,CATALUÑA,BARCELONA,Badalona,"VIA AUGUSTA, 9",8911,934648300,140,Hospitales Generales,MUNICIPIO,,Red de utilización pública (RUP),NO
908005136,80351,HESTIA PALAU.,CATALUÑA,BARCELONA,Barcelona,"CALLE SANT ANTONI MARIA CLARET , 135",8025,934501819,317,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005137,80364,HOSPITAL UNIVERSITARI SAGRAT COR,CATALUÑA,BARCELONA,Barcelona,CALLE VILADOMAT 288,8029,933221111,367,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
908005138,80370,CLINICA CORACHAN,CATALUÑA,BARCELONA,Barcelona,CALLE BUIGAS 19,8017,932545800,162,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005139,80386,CLINICA TRES TORRES,CATALUÑA,BARCELONA,Barcelona,CALLE DOCTOR ROUX 76,8017,932041300,64,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005140,80291,HOSPITAL DE LA SANTA CREU I SANT PAU,CATALUÑA,BARCELONA,Barcelona,CALLE SANT QUINTI 89,8041,935537160,644,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
908005141,80543,HESTIA DURAN I REYNALS,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",AVENIDA GRAN  VIA 203,8908,934170400,428,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005142,80399,HOSPITAL QUIRONSALUD BARCELONA,CATALUÑA,BARCELONA,Barcelona,PLAZA ALFONS COMIN 5-7,8023,932850000,192,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005143,80403,CENTRE  MEDIC  DELFOS,CATALUÑA,BARCELONA,Barcelona,AVENIDA VALLCARCA . 151,8023,932545000,264,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005144,80180,HOSPITAL EL PILAR,CATALUÑA,BARCELONA,Barcelona,CALLE BALMES 271,8006,932360500,186,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005145,80497,CENTRE HOSPITALARI POLICLINICA BARCELONA,CATALUÑA,BARCELONA,Barcelona,CALLE GUILLEM TELL 4,8006,934161616,28,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005146,80556,"SERVEIS CLINICS, S.A.",CATALUÑA,BARCELONA,Barcelona,CALLE GARCIA MARIÑO 4,8022,934174602,50,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005147,80575,CLINICA COROLEU - SSR HESTIA.,CATALUÑA,BARCELONA,Barcelona,CALLE COROLEU 50,8030,931165500,74,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),NO
908005148,80410,CENTRE MEDIC SANT JORDI DE SANT ANDREU,CATALUÑA,BARCELONA,Barcelona,PLAZA ESTACIO 12,8030,933451604,57,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005149,82167,CLINICA DIAGONAL,CATALUÑA,BARCELONA,Esplugues de Llobregat,CALLE SANT MATEU 24,8950,932053213,101,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005150,80057,HOSPITAL DEL MAR.,CATALUÑA,BARCELONA,Barcelona,PASEO MARITIM DE LA BARCELONETA 25,8003,932483000,470,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005151,80431,HOSPITAL PLATO,CATALUÑA,BARCELONA,Barcelona,CALLE PLATO 21,8006,933069900,168,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
908005152,80446,HOSPITAL UNIVERSITARI QUIR¿N DEXEUS,CATALUÑA,BARCELONA,Barcelona,CALLE SABINO DE  ARANA 5-19,8028,932274747,170,Hospitales Generales,PRIVADOS,,Sin concierto,SI
908005153,80109,HOSPITAL CLINIC DE BARCELONA,CATALUÑA,BARCELONA,Barcelona,CALLE VILLARROEL 170,8036,932275400,844,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005154,80174,HOSPITAL DOS DE MAIG,CATALUÑA,BARCELONA,Barcelona,CALLE DOS DE MAIG 301,8025,935072700,229,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),NO
908005155,80060,HOSPITAL DE L'ESPERANÇA.,CATALUÑA,BARCELONA,Barcelona,AVENIDA SANT JOSEP DE LA MUNTANYA 12,8024,933674100,161,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005157,80641,CLINICA PLANAS,CATALUÑA,BARCELONA,Barcelona,CALLE PERE II DE MONTCADA 16,8034,932032812,26,Hospitales especializados,PRIVADOS,,Sin concierto,NO
908005159,80116,"FREMAP, HOSPITAL DE BARCELONA",CATALUÑA,BARCELONA,Barcelona,CALLE MADRAZO 8,8006,934169100,62,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
908005160,80137,CENTRE DE PREVENCIO I REHABILITACIO ASEPEYO,CATALUÑA,BARCELONA,Sant Cugat del Vallès,AVENIDA ALCALDE BARNILS 54-60,8174,935653900,138,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,SI
908005161,80142,CLINICA MC COPERNIC,CATALUÑA,BARCELONA,Barcelona,CALLE COPERNIC 58,8006,934141992,60,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
908005162,80348,FUNDACIO PUIGVERT - IUNA,CATALUÑA,BARCELONA,Barcelona,CALLE CARTAGENA . 340,8025,934169700,124,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),SI
908005164,80312,NOU HOSPITAL EVANGELIC,CATALUÑA,BARCELONA,Barcelona,CALLE CAMELIES 15,8024,932859955,116,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005165,80229,CLINICA NOSTRA SENYORA DEL REMEI,CATALUÑA,BARCELONA,Barcelona,CALLE ESCORIAL 148,8024,932850010,134,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005166,80168,HOSPITAL EGARSAT SANT HONORAT,CATALUÑA,BARCELONA,Barcelona,AVENIDA TIBIDABO 20,8022,932127000,14,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
908005167,80235,CLINICA SAGRADA FAMILIA,CATALUÑA,BARCELONA,Barcelona,CALLE TORRAS  I  PUJALT 1,8022,932122300,150,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005168,80214,HOSPITAL SANT RAFAEL,CATALUÑA,BARCELONA,Barcelona,PASEO VALL D'HEBRON 107,8035,932112508,213,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
908005169,80044,"HOSPITAL CLINIC DE BARCELONA, SEU SABINO DE ARANA",CATALUÑA,BARCELONA,Barcelona,CALLE SABINO DE ARANA 1,8028,932275600,130,Hospitales especializados,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),NO
908005170,80327,HOSPITAL DE NENS DE BARCELONA,CATALUÑA,BARCELONA,Barcelona,CALLE CONSELL DE CENT 437,8009,932310512,18,Hospitales especializados,PRIVADOS,,Sin concierto,NO
908005171,80478,"CENTRO MEDICO TEKNON,  GRUPO QUIRONSALUD",CATALUÑA,BARCELONA,Barcelona,CALLE VILANA 12,8022,932906242,285,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005172,80538,CENTRE D'OFTALMOLOGIA BARRAQUER,CATALUÑA,BARCELONA,Barcelona,CALLE MUNTANER 314,8021,932095311,70,Hospitales especializados,PRIVADOS,,Sin concierto,SI
908005173,80333,INSTITUT GUTTMANN,CATALUÑA,BARCELONA,Badalona,CAMINO CAN RUTI S/N,8916,934977700,152,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),SI
908005174,80253,HOSPITAL MARE DE DEU DE LA MERCE,CATALUÑA,BARCELONA,Barcelona,PASEO UNIVERSAL 34,8042,934275250,113,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),NO
908005175,80692,HOSPITAL COMARCAL DE SANT BERNABE,CATALUÑA,BARCELONA,Berga,CARRETERA DE RIBES S/N,8600,938243400,150,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
908005176,80706,HOSPITAL COMARCAL SANT JAUME DE CALELLA,CATALUÑA,BARCELONA,Calella,CALLE SANT JAUME 209-217,8370,937690201,233,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005177,80713,HOSPITAL DE SANT JOAN DE DEU.,CATALUÑA,BARCELONA,Esplugues de Llobregat,CALLE SANT JOAN DE DEU 2,8950,932804000,401,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),SI
908005178,80728,CLINICA NOSTRA SENYORA DE GUADALUPE,CATALUÑA,BARCELONA,Esplugues de Llobregat,CALLE FRANCESC MORAGAS 2,8950,934702970,159,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005179,80734,HOSPITAL GENERAL DE GRANOLLERS,CATALUÑA,BARCELONA,Granollers,AVENIDA FRANCESC RIBAS 1,8402,938425000,316,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
908005180,80771,HOSPITAL GENERAL DE L'HOSPITALET,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","AVENIDA JOSEP MOLINS, 29",8906,934407500,89,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005181,80752,HOSPITAL UNIVERSITARI DE BELLVITGE,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",CALLE FEIXA LLARGA S/N,8907,933357011,1022,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
908005182,80787,FUNDACIO SANITARIA SANT JOSEP,CATALUÑA,BARCELONA,Igualada,CALLE CARME  VERDAGUER 56,8700,938032650,145,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005183,80826,HOSPITAL  DE  SANT  JAUME,CATALUÑA,BARCELONA,Manlleu,CARRETERA D'OLOT 7,8560,938506565,90,Hospitales de media y larga estancia,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),NO
908005184,80879,HOSPITAL DE SANT ANDREU,CATALUÑA,BARCELONA,Manresa,CALLE REMEI DE DALT 3,8240,938743312,191,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005185,80850,CENTRE HOSPITALARI.,CATALUÑA,BARCELONA,Manresa,AVENIDA BASES DE MANRESA 6-8,8242,938732550,309,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005186,80832,CLINICA SANT JOSEP,CATALUÑA,BARCELONA,Manresa,CALLE CAPUTXINS 16,8241,938744050,95,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005187,80885,GERMANES HOSPITALARIES. HOSPITAL SAGRAT COR.,CATALUÑA,BARCELONA,Martorell,AVENIDA COMTE DE LLOBREGAT 117,8760,937752200,488,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),SI
908005188,80898,FUNDACIO HOSPITAL SANT JOAN DE DEU,CATALUÑA,BARCELONA,Martorell,AVENIDA MANCOMUNITATS COMARCALS 1,8760,937750316,112,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
908005189,80930,"CENTRE MEDIC MOLINS, SL",CATALUÑA,BARCELONA,Molins de Rei,PASEO DEL TERRAPLE 97,8750,936680004,177,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005190,80945,HOSPITAL DE MOLLET,CATALUÑA,BARCELONA,Mollet del Vallès,RONDA PINETONS 6-8,8100,935760300,174,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
908005192,80977,"BENITO MENNI,COMPLEX ASSISTENCIAL EN SALUT MENTAL.",CATALUÑA,BARCELONA,Sant Boi de Llobregat,CALLE DR. ANTONI PUJADAS 38,8830,936402400,774,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),SI
908005193,80983,PARC SANITARI SANT JOAN DE DEU - RECINTE SANT BOI.,CATALUÑA,BARCELONA,Sant Boi de Llobregat,CALLE DR. ANTONI PUJADAS 42,8830,936406350,1065,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
908005194,81000,HOSPITAL DE SANT CELONI.,CATALUÑA,BARCELONA,Sant Celoni,AVENIDA DE L'HOSPITAL 19,8470,938670617,100,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
908005195,81022,CASAL DE CURACIO,CATALUÑA,BARCELONA,Vilassar de Mar,CALLE MARIA VIDAL 19,8340,937590241,81,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005196,81038,HOSPITAL RESIDENCIA SANT CAMIL - CONSORCI SANITARI DEL GARRAF.,CATALUÑA,BARCELONA,Sant Pere de Ribes,RONDA SANT  CAMIL S/N,8810,938960025,295,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005197,81069,FUNDACIO HOSPITAL DE L'ESPERIT SANT,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,AVENIDA MOSSEN JOSEP PONS I ROBADA S/N,8923,933869648,177,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
908005198,81056,CENTRES ASSISTENCIALS DR. EMILI MIRA I LOPEZ (RECINTE TORRIBERA).,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,CALLE PRAT DE LA RIBA 171,8921,934628926,454,Hospitales de salud mental y tratamiento de toxicomanías,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005199,81081,HOSPITAL DE SANT LLATZER,CATALUÑA,BARCELONA,Terrassa,PLAZA DOCTOR ROBERT 1,8221,937837111,77,Hospitales de media y larga estancia,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Sin concierto,NO
908005200,81094,HOSPITAL UNIVERSITARI MUTUA DE TERRASSA,CATALUÑA,BARCELONA,Terrassa,PLAZA DOCTOR ROBERT 5,8221,937365050,534,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
908005202,81115,CLINICA SANT JOSEP,CATALUÑA,BARCELONA,Vic,CALLE SANT SEGIMON 3,8500,938861700,21,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005203,81120,HOSPITAL DE LA SANTA CREU,CATALUÑA,BARCELONA,Vic,RAMBLA HOSPITAL 52,8500,938833300,127,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),SI
908005204,81189,HOSPITAL SANT ANTONI ABAT - CONSORCI SANITARI DEL GARRAF.,CATALUÑA,BARCELONA,Vilanova i la Geltrú,CALLE SANT JOSEP 21,8800,938931616,111,Hospitales de media y larga estancia,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005205,80667,HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL DE BADALONA,CATALUÑA,BARCELONA,Badalona,CALLE CANYET S/N,8916,934651200,516,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
908005206,81017,HOSPITAL UNIVERSITARI GENERAL DE CATALUNYA,CATALUÑA,BARCELONA,Sant Cugat del Vallès,CALLE PEDRO I PONS 1,8195,935656000,286,Hospitales Generales,PRIVADOS,,Sin concierto,SI
908005207,81075,HOSPITAL DE TERRASSA.,CATALUÑA,BARCELONA,Terrassa,CARRETERA TORREBONICA S/N,8227,937310007,460,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005208,80958,HOSPITAL DE SABADELL,CATALUÑA,BARCELONA,Sabadell,PARQUE TAULI S/N,8208,937231010,861,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005209,81108,HOSPITAL  GENERAL  DE  VIC,CATALUÑA,BARCELONA,Vic,CALLE FRANCESC PLA EL VIGATA 1,8500,938891111,292,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
908005210,81141,HOSPITAL DE VILADECANS,CATALUÑA,BARCELONA,Viladecans,AVENIDA GAVA 38,8840,936590111,110,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
908005211,80484,HOSPITAL  DE  BARCELONA,CATALUÑA,BARCELONA,Barcelona,AVENIDA DIAGONAL . 656,8034,932542400,350,Hospitales Generales,PRIVADOS,,Sin concierto,NO
908005212,81234,CENTRE SOCIOSANITARI VERGE DEL PUIG,CATALUÑA,BARCELONA,Sant Celoni,CALLE CAMPINS 37,8470,938673995,40,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005213,81228,PRYTANIS SANT BOI CENTRE SOCIOSANITARI,CATALUÑA,BARCELONA,Sant Boi de Llobregat,CALLE JOSEP TORRAS I BAGES 55,8830,936300931,122,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
908005214,80689,CENTRE SOCIOSANITARI EL CARME,CATALUÑA,BARCELONA,Badalona,"CAMINO SANT JERONI DE LA MURTRA, 60",8917,935074710,210,Hospitales de media y larga estancia,MUNICIPIO,,Red de utilización pública (RUP),NO
908005215,81192,CENTRE SOCIOSANITARI CAN TORRAS,CATALUÑA,BARCELONA,Alella,CARRETERA EL MASNOU A ALELLA 1,8328,935551994,119,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
