Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
DENA,GALICIA,PONTEVEDRA,Meaño,DENA (SANTA EULALIA P.),"LUGAR DENA, S/N",36967,986742051,MEAÑO,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
PARADELA,GALICIA,PONTEVEDRA,Meis,PARADELA (SANTA MARÍA P.),"LUGAR VILANOVIÑA, S/N",36616,986712117,MEIS,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CONSULTORIO LOCAL,NO
SAN MARTIÑO,GALICIA,PONTEVEDRA,Meis,SAN MARTIÑO DE MEIS,"LUGAR SAN MARTIÑO, S/N",36637,986712117,MEIS,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
MOSTEIRO,GALICIA,PONTEVEDRA,Meis,MEIS,"C/ RÚA ROCHELAS, S/N",36637,986712117,MEIS,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
MORAÑA,GALICIA,PONTEVEDRA,Moraña,SAN LOURENZO DE MORAÑA (SAN LOURENZO),"LUGAR SANTA LUCÍA, S/N",36660,986552229,MORAÑA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
ANAFANS,GALICIA,PONTEVEDRA,Poio,POIO (SAN XOÁN P.),"LUGAR CAMPELO, S/N",36994,986871987,POIO,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,SI
COMBARRO,GALICIA,PONTEVEDRA,Poio,COMBARRO (SAN ROQUE P.),"LUGAR DA IGREXA, S/N",36993,986770487,POIO,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
RAXO,GALICIA,PONTEVEDRA,Poio,RAXO (SAN GREGORIO P.),"BJ BAIXADA A IGREXA, S/N",36992,986741599,POIO,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
PONTECALDELAS,GALICIA,PONTEVEDRA,Ponte Caldelas,PONTE-CALDELAS (SANTA EULALIA P.),"C/ LEPANTO, S/N",36820,986750773,PONTE-CALDELAS,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
LEREZ,GALICIA,PONTEVEDRA,Pontevedra,LEREZ,"LUGAR PORTA DO SOL, S/N",36156,986871426,PONTEVEDRA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,SI
PONTESAMPAIO,GALICIA,PONTEVEDRA,Pontevedra,PONTE SAMPAIO,"AVDA. HEROES DE PONTESAMPAIO, S/N",36690,986700003,PONTEVEDRA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CONSULTORIO LOCAL,NO
MONTEPORREIRO,GALICIA,PONTEVEDRA,Pontevedra,MOURENTE (SANTA MARÍA P.),"C/ RÚA LUXEMBURGO, S/N",36162,986847278,PONTEVEDRA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
VIRXE PEREGRINA,GALICIA,PONTEVEDRA,Pontevedra,PONTEVEDRA,"C/ MAESTRANZA (DA), S/N",36002,986852799,PONTEVEDRA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,SI
A PARDA,GALICIA,PONTEVEDRA,Pontevedra,PONTEVEDRA,"CL GAITEIRO RICARDO PORTELA, S/N",36004,986868824,PONTEVEDRA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,SI
PORTAS,GALICIA,PONTEVEDRA,Portas,PORTAS (SANTA MARÍA P.),"LUGAR RAPEIRA, S/N",36658,986536162,PORTAS,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
RIBADUMIA,GALICIA,PONTEVEDRA,Ribadumia,RIBADUMIA (SANTA EULALIA P.),"LUGAR CRUCEIRO VELLO, S/N",36636,986710434,RIBADUMIA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
VILALONGA,GALICIA,PONTEVEDRA,Sanxenxo,VILALONGA (SAN PEDRO P.),"LUGAR REBEL, S/N",36990,986745767,SANXENXO,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CONSULTORIO LOCAL,NO
SANXENXO-BALTAR PORTONOVO,GALICIA,PONTEVEDRA,Sanxenxo,BALTAR,"LG LUGAR BALTAR, S/N",36970,986723128,SANXENXO,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
ARCADE,GALICIA,PONTEVEDRA,Soutomaior,ARCADE (SANTIAGO P.),"C/ RÚA CASTELAO, S/N",36690,986701026,SOUTOMAIOR,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
ROMARIZ,GALICIA,PONTEVEDRA,Soutomaior,ROMARIZ,"LUGAR ROMARIZ, S/N",36691,986705167,SOUTOMAIOR,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CONSULTORIO LOCAL,NO
P.STA CRISTINA DE COBRES,GALICIA,PONTEVEDRA,Vilaboa,COBRES (SANTA CRISTINA P.),"LUGAR RIOMAYOR, S/N",36141,986672087,VILABOA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CONSULTORIO LOCAL,NO
VILABOA,GALICIA,PONTEVEDRA,Vilaboa,VILABOA (SAN MARTÍN P.),"LUGAR TOURAL, S/N",36141,986679229,VILABOA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
CASA DO MAR VILAXOAN,GALICIA,PONTEVEDRA,Vilagarcía de Arousa,VILAGARCÍA,"LUGAR CONFRARIA DE PESCADORES, S/N",36611,986566687,VILAGARCÍA DE AROUSA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,NO
SAN ROQUE-VILAGARCÍA,GALICIA,PONTEVEDRA,Vilagarcía de Arousa,VILAGARCÍA,"AV AVENIDA AS CAROLINAS, S/N",36600,986510306,VILAGARCÍA DE AROUSA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,SI
BAION,GALICIA,PONTEVEDRA,Vilanova de Arousa,BAION (SAN JUAN P.),"LUGAR SESTELO, S/N",36614,986505470,VILANOVA AROUSA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CONSULTORIO LOCAL,NO
VILANOVA AROUSA,GALICIA,PONTEVEDRA,Vilanova de Arousa,VILANOVA DE AROUSA,"LUGAR AS RODAS, S/N",36620,986561426,VILANOVA AROUSA,PONTEVEDRA-SALNES,Pública Directa,SERVIZO GALEGO DE SAÚDE,CENTRO SALUD,SI
TRAGÓ,CATALUÑA,LLEIDA,Peramola,TRAGÓ,"PL. ESCOLA, S/N",25790,973350470,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
COLL DE NARGÓ,CATALUÑA,LLEIDA,Coll de Nargó,COLL DE NARGÓ,"PL. AJUNTAMENT, S/N",25793,973383552,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PERAMOLA,CATALUÑA,LLEIDA,Peramola,PERAMOLA,"C/ FEDERIC RIBÓ, S/N",25790,973470272,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ORGANYÀ,CATALUÑA,LLEIDA,Organyà,ORGANYÀ,"CR CAPELLA SANT JOSEP, S/N",25794,973382099,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ALINYÀ,CATALUÑA,LLEIDA,Fígols i Alinyà,ALINYÀ,"PL. VALL PLA, S/N",25794,973370087,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
OGERN,CATALUÑA,LLEIDA,Bassella,OGERN,"CTRA. SOLSONA, S/N",25289,973462779,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
OLIANA,CATALUÑA,LLEIDA,Oliana,OLIANA,"C/GIRONA, Nº 8",25790,973463022,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
FÍGOLS,CATALUÑA,LLEIDA,Fígols i Alinyà,FÍGOLS,"C/ ESGLÉSIA, S/N",25794,973383100,ALT URGELL SUD,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
VILALLER,CATALUÑA,LLEIDA,Vilaller,VILALLER,"CARRE JOAN MIRÓ, S/N",25552,973697060,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MALPÀS,CATALUÑA,LLEIDA,"Pont de Suert, El",MALPÀS,"C/ ÚNIC, S/N",25520,973690005,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LLESP,CATALUÑA,LLEIDA,"Pont de Suert, El",LLESP,"C/ ÚNIC, S/N",25526,973690005,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
BARRUERA,CATALUÑA,LLEIDA,"Vall de Boí, La",BARRUERA,"C/ SANFELIU, S/N",25527,973694025,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
BOÍ,CATALUÑA,LLEIDA,"Vall de Boí, La",BOÍ,"PL. DEL TREIO, Nº 3",25528,973694018,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
DURRO,CATALUÑA,LLEIDA,"Vall de Boí, La",DURRO,"PL. DE L'ESTUDI, S/N",25527,973694169,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SENET,CATALUÑA,LLEIDA,Vilaller,SENET,"C/ ÚNIC, S/N",25553,973697060,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
TAÜLL,CATALUÑA,LLEIDA,"Vall de Boí, La",TAÜLL,"PL. SANT MARTÍ, S/N",25528,973696390,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
EL PONT DE SUERT,CATALUÑA,LLEIDA,"Pont de Suert, El",EL PONT DE SUERT,"C/ CANALETA, S/N",25520,973691159,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
ERILL LA VALL,CATALUÑA,LLEIDA,"Vall de Boí, La",ERILL LA VALL,"PL. DE DALT, Nº 4",25528,973696391,ALTA RIBAGORÇA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
VILAMÒS,CATALUÑA,LLEIDA,Vilamòs,VILAMÒS,"PL. MAJOR, Nº 4",25551,973648211,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
VIELHA,CATALUÑA,LLEIDA,Vielha e Mijaran,VIELHA E MIJARAN,"CL ESPITAU, Nº 8",25530,973643140,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CENTRO SALUD,NO
BAUSEN,CATALUÑA,LLEIDA,Bausen,BAUSEN,"C/ SANT ANTONI, Nº 7",25549,973648229,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
ARRES,CATALUÑA,LLEIDA,Arres,ARRES,"C/ ESCOLES, S/N",25551,973642694,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
LES,CATALUÑA,LLEIDA,Les,LES,"PL. ESGLÉSIA, Nº 9",25540,973648229,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
CANEJAN,CATALUÑA,LLEIDA,Canejan,CANEJAN,"PL. AJUNTAMENT, Nº 1",25548,973648229,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
BOSSÒST,CATALUÑA,LLEIDA,Bossòst,BOSSÒST,"C/ PIETAT, Nº 92",25550,973648211,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
ES BÒRDES,CATALUÑA,LLEIDA,"Bòrdes, Es",ES BÒRDES,"PL. JARDÍ, Nº 2",25551,973642039,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
ARTIES,CATALUÑA,LLEIDA,Naut Aran,ARTIES,"PL. URTAU, Nº 1",25599,973642847,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
SALARDÚ,CATALUÑA,LLEIDA,Naut Aran,SALARDÚ,"C/ BALMES, Nº 2",25598,973645818,ARAN,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública - otras modalidades,"ARAN SALUT, SERVICIS ASSISTENCIAUS INTEGRATS, SL",CONSULTORIO LOCAL,NO
LLES DE CERDANYA,CATALUÑA,LLEIDA,Lles de Cerdanya,LLES DE CERDANYA,"PZ MAJOR, Nº 1",25726,973515047,LA CERDANYA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONTELLÓ I MARTINET,CATALUÑA,LLEIDA,Montellà i Martinet,MONTELLÀ I MARTINET,"CL DE LA CERDANYA, Nº 1",25724,973515132,LA CERDANYA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
BELLVER DE CERDANYA,CATALUÑA,LLEIDA,Bellver de Cerdanya,BELLVER DE CERDANYA,"AV. PERE SICART, Nº 1. TORRE DE SANT JOSEP",25720,973510315,LA CERDANYA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Privada,FUNDACIÓ HOSPITAL DE PUIGCERDÀ,CENTRO SALUD,NO
PRULLANS,CATALUÑA,LLEIDA,Prullans,PRULLANS,"C/ PUIG, Nº 1",25727,973510255,LA CERDANYA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Privada,FUNDACIÓ HOSPITAL DE PUIGCERDÀ,CONSULTORIO LOCAL,NO
PRATS I SANSOR,CATALUÑA,LLEIDA,Prats i Sansor,PRATS I SANSOR,"C/ ÚNIC, S/N",25721,972890594,LA CERDANYA,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Privada,FUNDACIÓ HOSPITAL DE PUIGCERDÀ,CONSULTORIO LOCAL,NO
LA POBLETA DE BELLVEÍ,CATALUÑA,LLEIDA,"Torre de Cabdella, La",LA POBLETA DE BELLVEÍ,"CL ÚNIC, S/N",25513,973661801,LA POBLA DE SEGUR,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SALÀS DE PALLARS,CATALUÑA,LLEIDA,Salàs de Pallars,SALÀS DE PALLARS,"CTRA. PONT DE SUERT, S/N",25693,973676163,LA POBLA DE SEGUR,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ESPUI,CATALUÑA,LLEIDA,"Torre de Cabdella, La",ESPUI,"C/ ÚNIC, S/N",25515,973663070,LA POBLA DE SEGUR,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
POBLA DE SEGUR,CATALUÑA,LLEIDA,"Pobla de Segur, La",LA POBLA DE SEGUR,"CL DE LES ESGRASES, Nº 2",25500,973681323,LA POBLA DE SEGUR,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
SENTERADA,CATALUÑA,LLEIDA,Senterada,SENTERADA,"PL. ESCOLES, S/N",25514,973661779,LA POBLA DE SEGUR,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ALÀS,CATALUÑA,LLEIDA,Alàs i Cerc,ALÀS,"C/ MAJOR, S/N",25718,973360645,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ADRALL,CATALUÑA,LLEIDA,Ribera d'Urgellet,ADRALL,"C/ MAJOR, S/N",25797,973387295,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ARFA,CATALUÑA,LLEIDA,Ribera d'Urgellet,ARFA,"C/ ÚNIC, S/N",25713,973387314,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
EL PLA DE SANT TIRS,CATALUÑA,LLEIDA,Ribera d'Urgellet,EL PLA DE SANT TIRS,"PL. ERA BADIA, S/N",25796,973387434,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ARSÈGUEL,CATALUÑA,LLEIDA,Arsèguel,ARSÈGUEL,"C/ ÚNIC, S/N",25722,973387314,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
NOVES DE SEGRE,CATALUÑA,LLEIDA,"Valls d'Aguilar, Les",NOVES DE SEGRE,"C/ ÚNIC, S/N",25795,973387321,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
BESCARAN,CATALUÑA,LLEIDA,"Valls de Valira, Les",BESCARAN,"C/ ÚNIC, S/N",25719,973350458,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SORRIBES,CATALUÑA,LLEIDA,"Vansa i Fórnols, La",SORRIBES,"C/ ÚNIC, S/N",25716,973370301,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PARROQUIA D'HORTÓ,CATALUÑA,LLEIDA,Ribera d'Urgellet,PARROQUIA D'HORTÓ,"C/ ÚNIC, S/N",25714,973350470,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
TUIXÉN,CATALUÑA,LLEIDA,Josa i Tuixén,JOSA I TUIXENT,"C/ ÚNIC, S/N. CASA METGE",25717,973370039,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ESTAMARIU,CATALUÑA,LLEIDA,Estamariu,ESTAMARIU,"C/ ÚNIC, S/N",25719,973351457,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONTFERRER,CATALUÑA,LLEIDA,Montferrer i Castellbò,MONTFERRER,"C/ ÚNIC, S/N",25711,973350470,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONTAN DE TOST,CATALUÑA,LLEIDA,Ribera d'Urgellet,MONTAN DE TOST,"C/ ÚNIC, S/N",25796,973387105,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
CASTELLCIUTAT,CATALUÑA,LLEIDA,"Seu d'Urgell, La",CASTELLCIUTAT,"C/ MARC COMES, Nº 6",25710,973350935,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
LA SEU D'URGELL,CATALUÑA,LLEIDA,"Seu d'Urgell, La",LA SEU D'URGELL,"PG. DE JOAN BRUDIEU, Nº 8",25700,973350470,LA SEU D'URGELL,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
TAVASCAN,CATALUÑA,LLEIDA,Lladorre,TAVASCAN,"C/ MAJOR, S/N",25577,973623098,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ÀREU,CATALUÑA,LLEIDA,Alins,ÀREU,"C/ ÚNIC, S/N",25575,973624405,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ARAÓS,CATALUÑA,LLEIDA,Alins,ARAÓS,"C/ ÚNIC, S/N",25573,973624318,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
ALINS,CATALUÑA,LLEIDA,Alins,ALINS,"PL. MAJOR, S/N",25574,973624385,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
AINET DE BESAN,CATALUÑA,LLEIDA,Alins,AINET DE BESAN,"C/ ÚNIC, S/N",25573,973624334,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
NUCLI DE VALÈNCIA D'ÀNEU,CATALUÑA,LLEIDA,Alt Àneu,VALÈNCIA D'ÀNEU,"AVDA. PORT DE LA BONAIGUA, Nº 9",25587,973626038,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
PERAMEA,CATALUÑA,LLEIDA,Baix Pallars,PERAMEA,"C/ SANT CRISÒFOL, S/N",25591,973662058,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
GERRI DE LA SAL,CATALUÑA,LLEIDA,Baix Pallars,GERRI DE LA SAL,"CL SANT SEBASTIÀ, S/N",25590,973662008,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
MONTCORTÉS,CATALUÑA,LLEIDA,Baix Pallars,MONTCORTÉS,"C/ ÚNIC, S/N",25590,973621465,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
RIBERA DE CARDÓS,CATALUÑA,LLEIDA,Vall de Cardós,RIBERA DE CARDÓS,"C/ ÚNIC, S/N",25570,973623265,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
RIALP,CATALUÑA,LLEIDA,Rialp,RIALP,"C/ ÚNIC,S/N",25594,973621456,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
SORT,CATALUÑA,LLEIDA,Sort,SORT,"CAMÍ DE LA CABANERA, Nº 1",25560,973621465,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CENTRO SALUD,NO
TÍRVIA,CATALUÑA,LLEIDA,Tírvia,TÍRVIA,"C/ MAJOR, S/N",25595,973622074,PALLARS SOBIRÀ,REGIÓN SANITARIA: ALT PIRINEU I ARAN,Pública Directa,INSTITUT CATALÀ DE LA SALUT (ICS),CONSULTORIO LOCAL,NO
