Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0749000898,490081,HOSPITAL RECOLETAS DE ZAMORA,CASTILLA Y LEÓN,ZAMORA,Zamora,CALLE PINAR 7,49023,980545300,44,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0802000003,020096,HOSPITAL DE HELLIN,CASTILLA-LA MANCHA,ALBACETE,Hellín,CALLE JUAN RAMON JIMENEZ 40,02400,967309500,135,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0802000031,020100,HOSPITAL QUIRONSALUD  ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,PLAZA DEL MADROÑO 11,02008,967190072,65,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0802000048,020061,HOSPITAL QUIRONSALUD SANTA CRISTINA,CASTILLA-LA MANCHA,ALBACETE,Albacete,CALLE PEREZ GALDOS 7-9,02003,967223300,42,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0802000130,020030,HOSPITAL GENERAL UNIVERSITARIO DE ALBACETE,CASTILLA-LA MANCHA,ALBACETE,Albacete,CALLE HERMANOS FALCO 37,02006,967597100,505,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
0802000374,020117,HOSPITAL UNIVERSITARIO NUESTRA SEÑORA  DEL PERPETUO SOCORRO,CASTILLA-LA MANCHA,ALBACETE,Albacete,CALLE SEMINARIO 4,02006,967597799,166,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
0802000515,020158,CENTRO DE ATENCION A LA SALUD MENTAL LA MILAGROSA,CASTILLA-LA MANCHA,ALBACETE,Albacete,TRAVESIA DE LA IGUALDAD S/N,02006,967595300,31,Hospitales de salud mental y tratamiento de toxicomanías,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
0802000755,020136,HOSPITAL GENERAL DE ALMANSA,CASTILLA-LA MANCHA,ALBACETE,Almansa,AVENIDA ADOLFO SUAREZ S/N,02640,967339526,93,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0802000780,020147,HOSPITAL GENERAL DE VILLARROBLEDO,CASTILLA-LA MANCHA,ALBACETE,Villarrobledo,"AVENIDA MIGUEL DE CERVANTES C/V CTRA. PROVENCIO KM. 0,3",02600,967133000,114,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
0813000043,130049,HOSPITAL QUIRONSALUD CIUDAD REAL,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CALLE ALISOS 19,13002,926255008,47,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0813000450,130052,HOSPITAL GENERAL LA MANCHA CENTRO,CASTILLA-LA MANCHA,CIUDAD REAL,Alcázar de San Juan,AVENIDA DE LA CONSTITUCION 3,13600,926580500,362,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0813000577,130065,HOSPITAL VIRGEN DE ALTAGRACIA,CASTILLA-LA MANCHA,CIUDAD REAL,Manzanares,AVENIDA D. EMILIANO GARCIA ROLDAN 2,13200,000000000,118,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
0813000578,130071,HOSPITAL SANTA BARBARA,CASTILLA-LA MANCHA,CIUDAD REAL,Puertollano,CARRETERA MALAGON S/Nº,13500,926421100,141,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
0813000583,130034,SERVICIOS SANITARIOS Y ASISTENCIALES,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,RONDA DEL CARMEN S/Nº,13002,926231275,85,Hospitales de salud mental y tratamiento de toxicomanías,DIPUTACIÓN O CABILDO,,Sin concierto,NO
0813000584,130087,HOSPITAL GENERAL DE VALDEPEÑAS,CASTILLA-LA MANCHA,CIUDAD REAL,Valdepeñas,AVENIDA DE LOS ESTUDIANTES S/Nº,13300,926320200,103,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
0813000595,130127,HOSPITAL GENERAL DE CIUDAD REAL,CASTILLA-LA MANCHA,CIUDAD REAL,Ciudad Real,CALLE OBISPO RAFAEL TORIJA S/N,13005,926278000,564,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0813000931,130128,HOSPITAL GENERAL DE TOMELLOSO,CASTILLA-LA MANCHA,CIUDAD REAL,Tomelloso,CALLE VEREDA DE SOCUELLAMOS S/N,13700,926525800,155,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
0816000170,160014,HOSPITAL VIRGEN DE LA LUZ,CASTILLA-LA MANCHA,CUENCA,Cuenca,CALLE HERMANDAD DONANTES DE SANGRE 1,16002,969179900,388,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0816000342,160053,"HOSPITAL RECOLETAS CUENCA, S.L.U.",CASTILLA-LA MANCHA,CUENCA,Cuenca,AVENIDA DE SAN JULIAN 1,16003,969232500,30,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0819000009,190019,HOSPITAL UNIVERSITARIO DE GUADALAJARA,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,AVENIDA DONANTES DE SANGRE S/N,19002,949209200,432,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0819000010,190077,INSTITUTO DE ENFERMEDADES NEUROLOGICAS DE CASTILLA-LA MANCHA,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,PASEO DE LA ESTACION 2,19004,949211500,147,Hospitales de media y larga estancia,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,NO
0819000025,190030,CLINICA LA ANTIGUA,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,CALLE CONSTITUCION 18,19003,949223600,57,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0819000180,190061,U.R.R. DE ENFERMOS PSIQUICOS ALCOHETE,CASTILLA-LA MANCHA,GUADALAJARA,Yebes,PASEO CONDE ROMANONES S/N S/N,19141,949291136,165,Hospitales de salud mental y tratamiento de toxicomanías,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,NO
0819000193,190045,CLINICA DOCTOR SANZ VAZQUEZ,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,PASEO DOCTOR FERNANDEZ IPARRAGUIRRE 6,19001,949227200,40,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0819001297,190088,CENTRO DE ACOGIDA PROYECTO HOMBRE,CASTILLA-LA MANCHA,GUADALAJARA,Guadalajara,CALLE BOLARQUE 3,19005,949253573,15,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Sin concierto,NO
0845000003,450041,HOSPITAL PROVINCIAL NTRA.SRA.DE LA MISERICORDIA,CASTILLA-LA MANCHA,TOLEDO,Toledo,CALLE SAN SERVANDO S/N,45006,925259350,144,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
0845000006,450089,"CLINICA MARAZUELA, S.A.",CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,AVENIDA DE EXTREMADURA 5,45600,925815281,15,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0845000027,450133,CENTRO DE TRATAMIENTO DE DROGODEPENDIENTES EL ALBA,CASTILLA-LA MANCHA,TOLEDO,Toledo,"CARRETERA PUEBLA DE MONTALBAN KM. 3,6",45071,925216154,30,Hospitales de salud mental y tratamiento de toxicomanías,OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA,,Sin concierto,NO
0845000584,450122,HOSPITAL QUIRONSALUD TOLEDO,CASTILLA-LA MANCHA,TOLEDO,Toledo,CALLE URBANIZACION TRES CULTURAS S/N,45005,925266100,80,Hospitales Generales,PRIVADOS,,Concierto parcial,NO
0845000702,450015,HOSPITAL VIRGEN DE LA SALUD,CASTILLA-LA MANCHA,TOLEDO,Toledo,AVENIDA DE BARBER 30,45004,925269200,953,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
0845000704,450020,HOSPITAL GERIATRICO VIRGEN DEL VALLE,CASTILLA-LA MANCHA,TOLEDO,Toledo,CARRETERA COBISA S/N,45004,925269300,155,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto.,NO
0845000810,450067,HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO,CASTILLA-LA MANCHA,TOLEDO,Talavera de la Reina,CARRETERA MADRID KM 114,45600,925803600,312,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0845000812,450036,HOSPITAL NACIONAL DE PARAPLEJICOS,CASTILLA-LA MANCHA,TOLEDO,Toledo,CALLE FINCA DE LA PERALEDA S/N,45071,925247700,210,Hospitales especializados,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0908005135,080673,HOSPITAL MUNICIPAL DE BADALONA,CATALUÑA,BARCELONA,Badalona,"VIA AUGUSTA, 9",08911,934648300,140,Hospitales Generales,MUNICIPIO,,Red de utilización pública (RUP),NO
0908005136,080351,HESTIA PALAU.,CATALUÑA,BARCELONA,Barcelona,"CALLE SANT ANTONI MARIA CLARET , 135",08025,934501819,317,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005137,080364,HOSPITAL UNIVERSITARI SAGRAT COR,CATALUÑA,BARCELONA,Barcelona,CALLE VILADOMAT 288,08029,933221111,367,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0908005138,080370,CLINICA CORACHAN,CATALUÑA,BARCELONA,Barcelona,CALLE BUIGAS 19,08017,932545800,162,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005139,080386,CLINICA TRES TORRES,CATALUÑA,BARCELONA,Barcelona,CALLE DOCTOR ROUX 76,08017,932041300,64,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005140,080291,HOSPITAL DE LA SANTA CREU I SANT PAU,CATALUÑA,BARCELONA,Barcelona,CALLE SANT QUINTI 89,08041,935537160,644,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0908005141,080543,HESTIA DURAN I REYNALS,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",AVENIDA GRAN  VIA 203,08908,934170400,428,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005142,080399,HOSPITAL QUIRONSALUD BARCELONA,CATALUÑA,BARCELONA,Barcelona,PLAZA ALFONS COMIN 5-7,08023,932850000,192,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005143,080403,CENTRE  MEDIC  DELFOS,CATALUÑA,BARCELONA,Barcelona,AVENIDA VALLCARCA . 151,08023,932545000,264,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005144,080180,HOSPITAL EL PILAR,CATALUÑA,BARCELONA,Barcelona,CALLE BALMES 271,08006,932360500,186,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005145,080497,CENTRE HOSPITALARI POLICLINICA BARCELONA,CATALUÑA,BARCELONA,Barcelona,CALLE GUILLEM TELL 4,08006,934161616,28,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005146,080556,"SERVEIS CLINICS, S.A.",CATALUÑA,BARCELONA,Barcelona,CALLE GARCIA MARIÑO 4,08022,934174602,50,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005147,080575,CLINICA COROLEU - SSR HESTIA.,CATALUÑA,BARCELONA,Barcelona,CALLE COROLEU 50,08030,931165500,74,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),NO
0908005148,080410,CENTRE MEDIC SANT JORDI DE SANT ANDREU,CATALUÑA,BARCELONA,Barcelona,PLAZA ESTACIO 12,08030,933451604,57,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005149,082167,CLINICA DIAGONAL,CATALUÑA,BARCELONA,Esplugues de Llobregat,CALLE SANT MATEU 24,08950,932053213,101,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005150,080057,HOSPITAL DEL MAR.,CATALUÑA,BARCELONA,Barcelona,PASEO MARITIM DE LA BARCELONETA 25,08003,932483000,470,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005151,080431,HOSPITAL PLATO,CATALUÑA,BARCELONA,Barcelona,CALLE PLATO 21,08006,933069900,168,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0908005152,080446,HOSPITAL UNIVERSITARI QUIR¿N DEXEUS,CATALUÑA,BARCELONA,Barcelona,CALLE SABINO DE  ARANA 5-19,08028,932274747,170,Hospitales Generales,PRIVADOS,,Sin concierto,SI
0908005153,080109,HOSPITAL CLINIC DE BARCELONA,CATALUÑA,BARCELONA,Barcelona,CALLE VILLARROEL 170,08036,932275400,844,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005154,080174,HOSPITAL DOS DE MAIG,CATALUÑA,BARCELONA,Barcelona,CALLE DOS DE MAIG 301,08025,935072700,229,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),NO
0908005155,080060,HOSPITAL DE L'ESPERANÇA.,CATALUÑA,BARCELONA,Barcelona,AVENIDA SANT JOSEP DE LA MUNTANYA 12,08024,933674100,161,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005157,080641,CLINICA PLANAS,CATALUÑA,BARCELONA,Barcelona,CALLE PERE II DE MONTCADA 16,08034,932032812,26,Hospitales especializados,PRIVADOS,,Sin concierto,NO
0908005159,080116,"FREMAP, HOSPITAL DE BARCELONA",CATALUÑA,BARCELONA,Barcelona,CALLE MADRAZO 8,08006,934169100,62,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
0908005160,080137,CENTRE DE PREVENCIO I REHABILITACIO ASEPEYO,CATALUÑA,BARCELONA,Sant Cugat del Vallès,AVENIDA ALCALDE BARNILS 54-60,08174,935653900,138,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,SI
0908005161,080142,CLINICA MC COPERNIC,CATALUÑA,BARCELONA,Barcelona,CALLE COPERNIC 58,08006,934141992,60,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
0908005162,080348,FUNDACIO PUIGVERT - IUNA,CATALUÑA,BARCELONA,Barcelona,CALLE CARTAGENA . 340,08025,934169700,124,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),SI
0908005164,080312,NOU HOSPITAL EVANGELIC,CATALUÑA,BARCELONA,Barcelona,CALLE CAMELIES 15,08024,932859955,116,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005165,080229,CLINICA NOSTRA SENYORA DEL REMEI,CATALUÑA,BARCELONA,Barcelona,CALLE ESCORIAL 148,08024,932850010,134,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005166,080168,HOSPITAL EGARSAT SANT HONORAT,CATALUÑA,BARCELONA,Barcelona,AVENIDA TIBIDABO 20,08022,932127000,14,Hospitales Generales,MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL,,Sin concierto,NO
0908005167,080235,CLINICA SAGRADA FAMILIA,CATALUÑA,BARCELONA,Barcelona,CALLE TORRAS  I  PUJALT 1,08022,932122300,150,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005168,080214,HOSPITAL SANT RAFAEL,CATALUÑA,BARCELONA,Barcelona,PASEO VALL D'HEBRON 107,08035,932112508,213,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0908005169,080044,"HOSPITAL CLINIC DE BARCELONA, SEU SABINO DE ARANA",CATALUÑA,BARCELONA,Barcelona,CALLE SABINO DE ARANA 1,08028,932275600,130,Hospitales especializados,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),NO
0908005170,080327,HOSPITAL DE NENS DE BARCELONA,CATALUÑA,BARCELONA,Barcelona,CALLE CONSELL DE CENT 437,08009,932310512,18,Hospitales especializados,PRIVADOS,,Sin concierto,NO
0908005171,080478,"CENTRO MEDICO TEKNON,  GRUPO QUIRONSALUD",CATALUÑA,BARCELONA,Barcelona,CALLE VILANA 12,08022,932906242,285,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005172,080538,CENTRE D'OFTALMOLOGIA BARRAQUER,CATALUÑA,BARCELONA,Barcelona,CALLE MUNTANER 314,08021,932095311,70,Hospitales especializados,PRIVADOS,,Sin concierto,SI
0908005173,080333,INSTITUT GUTTMANN,CATALUÑA,BARCELONA,Badalona,CAMINO CAN RUTI S/N,08916,934977700,152,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),SI
0908005174,080253,HOSPITAL MARE DE DEU DE LA MERCE,CATALUÑA,BARCELONA,Barcelona,PASEO UNIVERSAL 34,08042,934275250,113,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),NO
0908005175,080692,HOSPITAL COMARCAL DE SANT BERNABE,CATALUÑA,BARCELONA,Berga,CARRETERA DE RIBES S/N,08600,938243400,150,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0908005176,080706,HOSPITAL COMARCAL SANT JAUME DE CALELLA,CATALUÑA,BARCELONA,Calella,CALLE SANT JAUME 209-217,08370,937690201,233,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005177,080713,HOSPITAL DE SANT JOAN DE DEU.,CATALUÑA,BARCELONA,Esplugues de Llobregat,CALLE SANT JOAN DE DEU 2,08950,932804000,401,Hospitales especializados,PRIVADOS,,Red de utilización pública (RUP),SI
0908005178,080728,CLINICA NOSTRA SENYORA DE GUADALUPE,CATALUÑA,BARCELONA,Esplugues de Llobregat,CALLE FRANCESC MORAGAS 2,08950,934702970,159,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005179,080734,HOSPITAL GENERAL DE GRANOLLERS,CATALUÑA,BARCELONA,Granollers,AVENIDA FRANCESC RIBAS 1,08402,938425000,316,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0908005180,080771,HOSPITAL GENERAL DE L'HOSPITALET,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'","AVENIDA JOSEP MOLINS, 29",08906,934407500,89,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005181,080752,HOSPITAL UNIVERSITARI DE BELLVITGE,CATALUÑA,BARCELONA,"Hospitalet de Llobregat, L'",CALLE FEIXA LLARGA S/N,08907,933357011,1022,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
0908005182,080787,FUNDACIO SANITARIA SANT JOSEP,CATALUÑA,BARCELONA,Igualada,CALLE CARME  VERDAGUER 56,08700,938032650,145,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005183,080826,HOSPITAL  DE  SANT  JAUME,CATALUÑA,BARCELONA,Manlleu,CARRETERA D'OLOT 7,08560,938506565,90,Hospitales de media y larga estancia,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),NO
0908005184,080879,HOSPITAL DE SANT ANDREU,CATALUÑA,BARCELONA,Manresa,CALLE REMEI DE DALT 3,08240,938743312,191,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005185,080850,CENTRE HOSPITALARI.,CATALUÑA,BARCELONA,Manresa,AVENIDA BASES DE MANRESA 6-8,08242,938732550,309,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005186,080832,CLINICA SANT JOSEP,CATALUÑA,BARCELONA,Manresa,CALLE CAPUTXINS 16,08241,938744050,95,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005187,080885,GERMANES HOSPITALARIES. HOSPITAL SAGRAT COR.,CATALUÑA,BARCELONA,Martorell,AVENIDA COMTE DE LLOBREGAT 117,08760,937752200,488,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),SI
0908005188,080898,FUNDACIO HOSPITAL SANT JOAN DE DEU,CATALUÑA,BARCELONA,Martorell,AVENIDA MANCOMUNITATS COMARCALS 1,08760,937750316,112,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0908005189,080930,"CENTRE MEDIC MOLINS, SL",CATALUÑA,BARCELONA,Molins de Rei,PASEO DEL TERRAPLE 97,08750,936680004,177,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005190,080945,HOSPITAL DE MOLLET,CATALUÑA,BARCELONA,Mollet del Vallès,RONDA PINETONS 6-8,08100,935760300,174,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0908005192,080977,"BENITO MENNI,COMPLEX ASSISTENCIAL EN SALUT MENTAL.",CATALUÑA,BARCELONA,Sant Boi de Llobregat,CALLE DR. ANTONI PUJADAS 38,08830,936402400,774,Hospitales de salud mental y tratamiento de toxicomanías,PRIVADOS,,Red de utilización pública (RUP),SI
0908005193,080983,PARC SANITARI SANT JOAN DE DEU - RECINTE SANT BOI.,CATALUÑA,BARCELONA,Sant Boi de Llobregat,CALLE DR. ANTONI PUJADAS 42,08830,936406350,1065,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0908005194,081000,HOSPITAL DE SANT CELONI.,CATALUÑA,BARCELONA,Sant Celoni,AVENIDA DE L'HOSPITAL 19,08470,938670617,100,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),NO
0908005195,081022,CASAL DE CURACIO,CATALUÑA,BARCELONA,Vilassar de Mar,CALLE MARIA VIDAL 19,08340,937590241,81,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005196,081038,HOSPITAL RESIDENCIA SANT CAMIL - CONSORCI SANITARI DEL GARRAF.,CATALUÑA,BARCELONA,Sant Pere de Ribes,RONDA SANT  CAMIL S/N,08810,938960025,295,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005197,081069,FUNDACIO HOSPITAL DE L'ESPERIT SANT,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,AVENIDA MOSSEN JOSEP PONS I ROBADA S/N,08923,933869648,177,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0908005198,081056,CENTRES ASSISTENCIALS DR. EMILI MIRA I LOPEZ (RECINTE TORRIBERA).,CATALUÑA,BARCELONA,Santa Coloma de Gramenet,CALLE PRAT DE LA RIBA 171,08921,934628926,454,Hospitales de salud mental y tratamiento de toxicomanías,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005199,081081,HOSPITAL DE SANT LLATZER,CATALUÑA,BARCELONA,Terrassa,PLAZA DOCTOR ROBERT 1,08221,937837111,77,Hospitales de media y larga estancia,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Sin concierto,NO
0908005200,081094,HOSPITAL UNIVERSITARI MUTUA DE TERRASSA,CATALUÑA,BARCELONA,Terrassa,PLAZA DOCTOR ROBERT 5,08221,937365050,534,Hospitales Generales,PRIVADOS,,Red de utilización pública (RUP),SI
0908005202,081115,CLINICA SANT JOSEP,CATALUÑA,BARCELONA,Vic,CALLE SANT SEGIMON 3,08500,938861700,21,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005203,081120,HOSPITAL DE LA SANTA CREU,CATALUÑA,BARCELONA,Vic,RAMBLA HOSPITAL 52,08500,938833300,127,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),SI
0908005204,081189,HOSPITAL SANT ANTONI ABAT - CONSORCI SANITARI DEL GARRAF.,CATALUÑA,BARCELONA,Vilanova i la Geltrú,CALLE SANT JOSEP 21,08800,938931616,111,Hospitales de media y larga estancia,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005205,080667,HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL DE BADALONA,CATALUÑA,BARCELONA,Badalona,CALLE CANYET S/N,08916,934651200,516,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Sin concierto,SI
0908005206,081017,HOSPITAL UNIVERSITARI GENERAL DE CATALUNYA,CATALUÑA,BARCELONA,Sant Cugat del Vallès,CALLE PEDRO I PONS 1,08195,935656000,286,Hospitales Generales,PRIVADOS,,Sin concierto,SI
0908005207,081075,HOSPITAL DE TERRASSA.,CATALUÑA,BARCELONA,Terrassa,CARRETERA TORREBONICA S/N,08227,937310007,460,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005208,080958,HOSPITAL DE SABADELL,CATALUÑA,BARCELONA,Sabadell,PARQUE TAULI S/N,08208,937231010,861,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005209,081108,HOSPITAL  GENERAL  DE  VIC,CATALUÑA,BARCELONA,Vic,CALLE FRANCESC PLA EL VIGATA 1,08500,938891111,292,Hospitales Generales,OTRAS ENTIDADES U ORGANISMOS PÚBLICOS,,Red de utilización pública (RUP),SI
0908005210,081141,HOSPITAL DE VILADECANS,CATALUÑA,BARCELONA,Viladecans,AVENIDA GAVA 38,08840,936590111,110,Hospitales Generales,SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS,,Red de utilización pública (RUP),SI
0908005211,080484,HOSPITAL  DE  BARCELONA,CATALUÑA,BARCELONA,Barcelona,AVENIDA DIAGONAL . 656,08034,932542400,350,Hospitales Generales,PRIVADOS,,Sin concierto,NO
0908005212,081234,CENTRE SOCIOSANITARI VERGE DEL PUIG,CATALUÑA,BARCELONA,Sant Celoni,CALLE CAMPINS 37,08470,938673995,40,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
0908005213,081228,PRYTANIS SANT BOI CENTRE SOCIOSANITARI,CATALUÑA,BARCELONA,Sant Boi de Llobregat,CALLE JOSEP TORRAS I BAGES 55,08830,936300931,122,Hospitales de media y larga estancia,PRIVADOS,,Red de utilización pública (RUP),NO
